STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;01010502;01;010502;CA 01 Tract 010502;1672;744;10;239;9;340;87;3101;3101;1820;776;31;239;1;118;116;3101;2761;1672;744;10;239;1;8;87;340;148;32;21;0;0;110;29;3226;1918;817;55;297;4;135;231;71;4;37;5;1;37;34;0;0;5;6;1;0;11;10;0;0;3;3;0;3;340;189;46;13;5;34;0;14;2;5;5;2;6;34;4;1;3;14;2;0;2;0;6;2;19;2;5;0;12;
IL;080;031;14000;14000;01010503;01;010503;CA 01 Tract 010503;1326;301;9;331;4;245;74;2290;2290;1452;303;19;331;2;86;97;2290;2045;1326;301;9;331;2;2;74;245;126;2;10;0;0;84;23;2402;1528;339;55;370;5;105;309;61;1;0;7;0;96;18;0;1;18;29;0;0;1;50;0;0;0;25;0;2;245;128;23;7;4;27;3;15;5;0;1;3;0;44;1;0;2;19;9;0;11;1;1;0;12;3;2;0;7;
IL;080;031;14000;14000;01010600;01;010600;CA 01 Tract 010600;2947;1493;8;327;19;1153;150;6097;6097;3459;1542;33;329;1;528;205;6097;4944;2947;1493;8;327;1;18;150;1153;512;49;25;2;0;510;55;6328;3613;1654;79;399;3;580;324;68;5;16;14;1;50;68;0;0;19;15;5;2;7;23;0;1;7;17;5;1;1153;794;90;34;8;89;2;38;10;2;6;31;0;88;12;0;6;25;13;0;19;0;11;2;50;11;12;0;27;
IL;080;031;14000;14000;01010701;01;010701;CA 01 Tract 010701;1371;733;3;200;13;1463;81;3864;3864;2125;761;15;204;2;618;139;3864;2401;1371;733;3;200;2;11;81;1463;754;28;12;4;0;607;58;4013;2232;821;43;247;13;657;200;50;0;0;0;0;14;67;0;0;9;4;0;0;7;19;0;1;0;24;0;5;1463;1187;56;11;1;94;1;56;4;2;0;31;0;46;1;9;1;10;13;0;9;0;1;2;68;18;1;0;49;
IL;080;031;14000;14000;01010702;01;010702;CA 01 Tract 010702;1170;1108;13;313;16;2423;100;5143;5143;2381;1155;36;323;3;947;298;5143;2720;1170;1108;13;313;2;14;100;2423;1211;47;23;10;1;933;198;5461;2631;1233;91;373;7;1126;317;74;3;59;33;3;28;51;0;1;6;7;0;1;9;26;0;0;9;3;0;4;2423;2074;70;18;7;120;0;36;19;2;0;60;3;61;6;0;3;17;11;0;16;2;6;0;73;5;4;0;64;
IL;080;031;14000;14000;01830600;01;830600;CA 01 Tract 830600;1603;797;7;261;6;2200;131;5005;5005;2499;825;40;270;4;1117;250;5005;2805;1603;797;7;261;1;5;131;2200;896;28;33;9;3;1112;119;5292;2697;943;95;318;20;1219;259;38;0;0;0;10;58;40;0;0;15;4;0;0;0;55;0;1;0;19;0;19;2200;1844;89;28;5;108;2;55;8;3;3;36;1;69;9;0;6;15;22;0;14;0;3;0;57;8;6;0;43;
IL;070;;14000;14000;02;02;;CA 02;30706;8015;189;16184;228;14701;1919;71942;71942;36971;8292;353;16280;17;7152;2877;71942;57241;30706;8015;189;16184;3;225;1919;14701;6265;277;164;96;14;6927;958;74986;39115;9138;768;17636;124;8205;15819;5391;268;34;44;103;1299;2082;3;12;263;673;49;7;65;2832;109;12;149;2061;71;292;14701;10061;1245;367;37;1214;26;668;109;32;21;346;12;1226;47;19;50;452;371;0;236;16;12;23;551;91;60;1;399;
IL;080;031;14000;14000;02020100;02;020100;CA 02 Tract 020100;1124;1158;15;601;16;952;99;3965;3965;1529;1182;28;608;4;444;170;3965;3013;1124;1158;15;601;0;16;99;952;405;24;13;7;4;428;71;4150;1658;1265;46;661;7;513;592;156;8;0;0;13;57;163;0;0;20;15;1;0;10;77;5;0;4;61;2;0;952;678;71;18;0;84;6;47;12;5;2;12;0;70;6;0;2;17;15;0;27;0;2;1;31;3;6;0;22;
IL;080;031;14000;14000;02020200;02;020200;CA 02 Tract 020200;3602;593;2;1389;6;943;141;6676;6676;4069;618;8;1394;1;372;214;6676;5733;3602;593;2;1389;0;6;141;943;467;25;6;5;1;366;73;6904;4243;686;47;1493;10;425;1366;393;13;0;0;8;168;279;0;1;20;53;0;0;10;127;1;0;13;267;4;9;943;673;57;24;3;52;0;14;8;6;1;23;0;94;3;7;9;25;26;0;20;1;3;0;40;7;10;1;22;
IL;080;031;14000;14000;02020301;02;020301;CA 02 Tract 020301;3792;100;14;468;9;289;78;4750;4750;3965;106;15;470;0;91;103;4750;4461;3792;100;14;468;0;9;78;289;173;6;1;2;0;82;25;4856;4045;125;22;534;9;121;459;103;14;0;1;5;45;95;0;0;21;23;6;0;0;74;0;0;2;57;0;13;289;173;14;12;2;19;0;8;1;0;1;9;0;37;2;5;1;11;13;0;2;2;1;0;32;3;6;0;23;
IL;080;031;14000;14000;02020302;02;020302;CA 02 Tract 020302;2625;451;9;502;16;952;95;4650;4650;3051;462;12;504;0;475;146;4650;3698;2625;451;9;502;0;16;95;952;426;11;3;2;0;459;51;4804;3184;515;43;549;1;512;477;137;5;0;0;2;30;112;0;0;29;25;3;0;6;44;0;2;6;74;2;0;952;706;68;36;5;35;0;26;1;1;0;6;1;73;2;1;5;26;32;0;6;1;0;0;29;6;0;0;23;
IL;080;031;14000;14000;02020400;02;020400;CA 02 Tract 020400;1840;705;14;522;8;987;92;4168;4168;2266;718;27;530;0;458;169;4168;3181;1840;705;14;522;0;8;92;987;426;13;13;8;0;450;77;4358;2406;781;62;584;1;524;520;140;17;0;0;0;73;93;0;1;26;17;3;0;4;99;0;0;6;27;3;11;987;748;57;9;0;84;0;33;3;3;2;41;2;63;3;2;5;33;9;0;10;0;0;1;26;6;4;0;16;
IL;080;031;14000;14000;02020500;02;020500;CA 02 Tract 020500;1589;1190;28;1675;23;1528;181;6214;6214;2167;1221;54;1684;1;815;272;6214;4686;1589;1190;28;1675;0;23;181;1528;578;31;26;9;1;792;91;6500;2321;1302;122;1814;7;934;1656;738;46;0;0;3;148;83;0;0;16;25;1;1;3;376;32;2;10;117;7;48;1528;1064;106;30;7;107;8;57;22;1;3;15;1;160;3;1;1;74;48;0;22;8;2;1;54;12;3;0;39;
IL;080;031;14000;14000;02020601;02;020601;CA 02 Tract 020601;3455;294;23;1315;31;1010;225;6353;6353;3908;304;38;1317;1;484;301;6353;5343;3455;294;23;1315;0;31;225;1010;453;10;15;2;1;453;76;6657;4136;355;67;1481;11;607;1276;608;26;28;9;15;72;75;0;2;12;43;5;0;2;251;19;1;2;61;3;42;1010;747;43;32;2;84;0;50;6;5;0;23;0;71;6;0;7;27;23;0;5;0;0;3;31;9;3;0;19;
IL;080;031;14000;14000;02020602;02;020602;CA 02 Tract 020602;1556;310;3;1212;9;1139;111;4340;4340;2084;326;11;1215;5;507;192;4340;3201;1556;310;3;1212;0;9;111;1139;528;16;8;3;5;498;81;4558;2232;378;37;1300;15;596;1174;473;10;0;26;4;85;51;3;0;7;165;0;1;0;218;9;0;10;98;0;14;1139;855;72;21;1;123;0;42;7;6;0;68;0;48;3;2;0;10;16;0;11;4;2;0;19;3;0;0;16;
IL;080;031;14000;14000;02020701;02;020701;CA 02 Tract 020701;974;37;7;416;1;227;42;1704;1704;1088;42;7;418;0;79;70;1704;1477;974;37;7;416;0;1;42;227;114;5;0;2;0;78;28;1776;1147;52;12;457;3;105;408;51;7;0;0;1;32;124;0;0;12;81;0;0;0;14;0;0;22;64;0;0;227;86;50;17;0;26;0;15;6;0;0;5;0;38;0;0;3;15;10;0;10;0;0;0;10;3;2;0;5;
IL;080;031;14000;14000;02020702;02;020702;CA 02 Tract 020702;3126;526;18;2077;4;1174;269;7194;7194;3618;556;32;2090;0;551;347;7194;6020;3126;526;18;2077;0;4;269;1174;492;30;14;13;0;547;78;7553;3887;639;62;2299;15;651;2055;696;21;0;6;3;181;253;0;0;21;68;5;5;10;463;9;3;20;232;8;51;1174;735;133;32;6;108;1;68;12;0;1;26;0;90;2;0;9;28;21;0;26;0;0;4;70;5;5;0;60;
IL;080;031;14000;14000;02020801;02;020801;CA 02 Tract 020801;2294;366;10;1169;31;1467;121;5458;5458;2945;386;32;1184;2;710;199;5458;3991;2294;366;10;1169;2;29;121;1467;651;20;22;15;0;681;78;5672;3107;455;63;1267;2;778;1117;64;4;0;0;11;112;274;0;5;34;72;20;0;0;78;4;0;21;391;17;10;1467;797;213;49;0;143;6;105;8;2;1;20;1;207;7;0;4;88;49;0;56;0;1;2;58;10;8;0;40;
IL;080;031;14000;14000;02020802;02;020802;CA 02 Tract 020802;1668;711;19;2547;23;1773;222;6963;6963;2347;746;43;2561;0;961;305;6963;5190;1668;711;19;2547;0;23;222;1773;679;35;24;14;0;938;83;7270;2532;808;84;2743;14;1089;2495;1182;48;6;0;10;112;256;0;2;21;48;1;0;19;464;15;2;10;254;18;27;1773;1320;116;32;2;139;0;70;10;1;0;51;7;119;7;1;2;53;47;0;9;0;0;0;45;14;3;0;28;
IL;080;031;14000;14000;02020901;02;020901;CA 02 Tract 020901;1300;1018;22;1173;39;1526;143;5221;5221;1839;1061;36;1182;1;857;245;5221;3695;1300;1018;22;1173;1;38;143;1526;539;43;14;9;0;819;102;5485;2028;1161;72;1274;14;936;1148;398;16;0;2;28;86;125;0;1;13;13;2;0;1;272;15;0;5;139;0;32;1526;1083;144;23;4;114;3;70;11;0;10;20;0;95;1;0;1;21;46;0;14;0;1;11;63;8;7;0;48;
IL;080;031;14000;14000;02020902;02;020902;CA 02 Tract 020902;1761;556;5;1118;12;734;100;4286;4286;2095;564;10;1123;2;348;144;4286;3552;1761;556;5;1118;0;12;100;734;334;8;5;5;2;336;44;4443;2189;616;29;1180;15;414;1076;252;33;0;0;0;98;99;0;0;11;25;2;0;0;275;0;2;18;219;7;35;734;396;101;32;5;96;2;63;2;2;0;27;0;61;2;0;1;24;16;0;18;0;0;0;43;2;3;0;38;
IL;070;;14000;14000;03;03;;CA 03;29098;11275;191;6414;140;8009;1235;56362;56362;32674;11500;286;6467;18;3647;1770;56362;48353;29098;11275;191;6414;10;130;1235;8009;3576;225;95;53;8;3517;535;58346;34086;12198;689;7142;95;4136;6293;733;68;0;32;94;783;1077;23;12;259;724;20;8;5;569;27;25;227;1452;26;129;8009;4665;957;264;49;659;23;468;79;10;13;61;5;899;62;24;31;199;444;3;64;7;63;2;516;121;54;1;340;
IL;080;031;14000;14000;03031000;03;031000;CA 03 Tract 031000;2310;155;7;266;6;834;78;3656;3656;2674;166;23;275;1;361;156;3656;2822;2310;155;7;266;1;5;78;834;364;11;16;9;0;356;78;3828;2809;205;55;329;7;423;269;23;0;0;0;6;24;147;0;1;17;7;1;1;0;2;0;1;10;24;3;2;834;488;87;25;1;105;3;77;12;0;2;11;0;89;5;3;2;24;40;1;10;0;4;0;39;16;1;0;22;
IL;080;031;14000;14000;03031100;03;031100;CA 03 Tract 031100;2700;204;24;733;15;643;83;4402;4402;3053;215;25;740;0;254;115;4402;3759;2700;204;24;733;0;15;83;643;353;11;1;7;0;239;32;4539;3148;256;51;798;4;282;702;24;0;0;5;12;165;105;0;4;40;23;0;1;0;2;0;3;62;252;0;4;643;388;42;34;5;64;1;34;14;1;1;13;0;70;3;1;9;16;32;0;9;0;0;0;40;9;7;0;24;
IL;080;031;14000;14000;03031200;03;031200;CA 03 Tract 031200;1878;1641;32;1104;12;852;129;5648;5648;2168;1661;38;1107;3;491;180;5648;4796;1878;1641;32;1104;3;9;129;852;290;20;6;3;0;482;51;5853;2309;1749;92;1151;14;538;1065;44;9;0;1;41;227;62;3;0;7;52;1;0;0;17;0;0;33;538;2;28;852;585;74;16;1;32;0;20;3;2;0;6;1;92;2;2;2;7;62;1;4;3;9;0;52;10;2;0;40;
IL;080;031;14000;14000;03031300;03;031300;CA 03 Tract 031300;3251;1501;19;1448;18;685;154;7076;7076;3590;1519;24;1449;2;279;213;7076;6391;3251;1501;19;1448;2;16;154;685;339;18;5;1;0;263;59;7306;3762;1588;57;1550;11;338;1421;197;50;0;12;3;97;197;1;1;77;292;1;1;3;350;24;6;36;40;4;29;685;375;79;18;5;62;10;33;7;2;2;5;3;94;12;3;8;20;28;0;9;1;12;1;52;10;6;0;36;
IL;080;031;14000;14000;03031400;03;031400;CA 03 Tract 031400;3824;454;10;384;11;367;100;5150;5150;4066;463;13;387;1;102;118;5150;4783;3824;454;10;384;0;11;100;367;242;9;3;3;1;91;18;5285;4163;501;45;442;5;129;384;91;0;0;2;0;60;122;0;2;32;32;2;1;1;6;0;5;8;6;6;8;367;158;68;23;10;18;2;8;0;0;2;6;0;57;5;1;5;25;5;0;5;2;9;0;33;14;6;0;13;
IL;080;031;14000;14000;03031501;03;031501;CA 03 Tract 031501;1363;1164;7;946;12;515;76;4083;4083;1593;1181;23;948;2;229;107;4083;3568;1363;1164;7;946;2;10;76;515;230;17;16;2;0;219;31;4202;1674;1224;45;992;3;264;926;135;7;0;0;11;56;94;0;0;8;136;2;0;0;83;2;3;7;368;0;14;515;322;46;15;4;40;0;36;1;1;1;1;0;57;4;1;0;16;33;1;1;1;0;0;31;2;7;0;22;
IL;080;031;14000;14000;03031502;03;031502;CA 03 Tract 031502;1337;1913;15;346;14;591;138;4354;4354;1571;1952;20;352;0;259;200;4354;3763;1337;1913;15;346;0;14;138;591;234;39;5;6;0;245;62;4574;1704;2072;64;408;16;310;348;45;0;0;0;1;7;37;0;0;7;64;1;2;0;76;0;0;4;98;0;6;591;291;91;17;3;90;2;76;5;0;3;3;1;52;2;0;0;11;34;0;5;0;0;0;47;7;6;0;34;
IL;080;031;14000;14000;03031700;03;031700;CA 03 Tract 031700;3380;1446;23;324;25;1199;173;6570;6570;3811;1469;41;327;6;676;240;6570;5371;3380;1446;23;324;1;24;173;1199;431;23;18;3;5;652;67;6838;4006;1566;104;415;9;738;321;55;2;0;6;8;32;68;1;4;24;28;0;0;0;10;1;2;22;38;6;14;1199;684;133;28;9;102;1;78;19;0;1;3;0;164;3;0;1;24;126;0;5;0;5;0;79;20;6;0;53;
IL;080;031;14000;14000;03031800;03;031800;CA 03 Tract 031800;1152;71;5;115;8;423;46;1820;1820;1371;77;15;116;0;177;64;1820;1397;1152;71;5;115;0;8;46;423;219;6;10;1;0;169;18;1892;1424;93;27;151;4;193;112;12;0;0;6;0;17;40;0;0;4;11;1;1;0;4;0;0;6;8;1;1;423;277;36;18;1;46;0;39;5;0;0;2;0;29;2;2;1;4;5;0;7;0;8;0;16;4;4;0;8;
IL;080;031;14000;14000;03031900;03;031900;CA 03 Tract 031900;1626;154;5;117;3;342;57;2304;2304;1793;165;10;121;0;124;91;2304;1962;1626;154;5;117;0;3;57;342;167;11;5;4;0;121;34;2410;1878;196;27;157;3;149;118;6;0;0;0;0;22;73;0;0;2;6;1;0;0;1;0;1;0;4;0;2;342;122;80;10;2;52;2;36;6;1;0;7;0;61;11;5;0;19;18;0;2;0;6;0;15;4;1;0;10;
IL;080;031;14000;14000;03032100;03;032100;CA 03 Tract 032100;4447;1190;13;374;9;898;121;7052;7052;4866;1217;22;386;1;381;179;7052;6154;4447;1190;13;374;0;9;121;898;419;27;9;12;1;372;58;7252;5012;1282;63;453;10;432;376;75;0;0;0;0;54;100;0;0;29;56;0;0;1;14;0;3;8;18;4;14;898;561;133;29;5;38;1;26;6;2;1;2;0;59;8;5;1;20;10;0;6;0;8;1;73;23;6;1;43;
IL;080;031;14000;14000;03830700;03;830700;CA 03 Tract 830700;1830;1382;31;257;7;660;80;4247;4247;2118;1415;32;259;2;314;107;4247;3587;1830;1382;31;257;1;6;80;660;288;33;1;2;1;308;27;4367;2197;1466;59;296;9;340;251;26;0;0;0;12;22;32;18;0;12;17;10;1;0;4;0;1;31;58;0;7;660;414;88;31;3;10;1;5;1;1;0;2;0;75;5;1;2;13;51;0;1;0;2;0;39;2;2;0;35;
IL;070;;14000;14000;04;04;;CA 04;24916;1488;72;4399;139;7562;917;39493;39493;28564;1614;186;4458;17;3249;1405;39493;31931;24916;1488;72;4399;11;128;917;7562;3648;126;114;59;6;3121;488;40991;29766;1934;385;5082;90;3734;4346;504;28;0;20;91;371;1506;3;7;181;429;17;5;9;370;2;12;203;406;88;94;7562;4212;875;258;24;848;19;568;82;15;18;129;17;931;46;5;24;375;262;11;171;9;19;9;414;67;58;2;287;
IL;080;031;14000;14000;04040100;04;040100;CA 04 Tract 040100;2313;178;22;324;12;1064;72;3985;3985;2792;185;44;326;0;512;126;3985;2921;2313;178;22;324;0;12;72;1064;479;7;22;2;0;500;54;4122;2902;219;68;375;1;557;313;42;1;0;0;2;53;91;0;0;26;21;0;0;0;16;0;2;20;33;3;3;1064;693;94;29;3;125;2;90;6;4;1;22;0;87;3;0;1;52;21;0;10;0;0;0;33;5;8;0;20;
IL;080;031;14000;14000;04040201;04;040201;CA 04 Tract 040201;3853;165;18;627;31;1375;149;6218;6218;4513;184;46;632;0;615;228;6218;4843;3853;165;18;627;0;31;149;1375;660;19;28;5;0;584;79;6455;4697;232;77;725;12;712;616;54;10;0;0;25;64;298;1;1;24;44;3;0;4;19;1;0;10;47;3;8;1375;763;162;45;5;134;7;71;21;4;7;24;0;163;3;3;3;52;70;0;31;0;1;0;103;18;12;2;71;
IL;080;031;14000;14000;04040202;04;040202;CA 04 Tract 040202;3513;518;8;1599;27;1398;186;7249;7249;4201;564;29;1621;14;526;294;7249;5851;3513;518;8;1599;9;18;186;1398;688;46;21;22;5;508;108;7561;4444;618;66;1766;41;626;1583;197;17;0;17;31;70;457;0;4;24;216;1;4;0;244;1;1;64;125;75;35;1398;698;197;65;7;141;5;86;15;4;2;21;8;198;6;0;9;93;43;0;39;0;4;4;92;7;14;0;71;
IL;080;031;14000;14000;04040300;04;040300;CA 04 Tract 040300;1730;120;2;667;5;461;84;3069;3069;1984;121;14;683;1;152;114;3069;2608;1730;120;2;667;0;5;84;461;254;1;12;16;1;147;30;3198;2086;144;26;740;15;187;662;80;0;0;0;19;38;266;0;0;23;58;0;0;0;60;0;0;6;94;3;15;461;202;60;21;0;46;0;27;2;0;0;17;0;112;1;1;0;58;26;0;24;1;1;0;20;1;4;0;15;
IL;080;031;14000;14000;04040401;04;040401;CA 04 Tract 040401;2056;47;3;256;3;655;72;3092;3092;2369;51;9;261;2;290;110;3092;2437;2056;47;3;256;2;1;72;655;313;4;6;5;0;289;38;3207;2461;75;24;311;4;332;258;13;0;0;0;3;35;96;1;0;7;8;11;0;4;3;0;0;18;47;0;12;655;366;81;9;3;78;0;56;9;1;1;4;7;78;4;0;0;39;15;0;8;5;2;5;40;8;0;0;32;
IL;080;031;14000;14000;04040402;04;040402;CA 04 Tract 040402;3091;122;10;275;38;846;86;4468;4468;3493;139;17;280;0;405;134;4468;3622;3091;122;10;275;0;38;86;846;402;17;7;5;0;367;48;4608;3612;168;44;338;3;443;272;45;0;0;0;10;33;89;0;0;17;24;0;0;0;8;0;4;6;24;4;8;846;498;75;26;4;122;0;93;10;0;3;16;0;79;3;1;2;23;36;0;12;1;1;0;42;11;7;0;24;
IL;080;031;14000;14000;04040600;04;040600;CA 04 Tract 040600;1853;40;1;116;5;360;59;2434;2434;2034;49;7;117;0;132;95;2434;2074;1853;40;1;116;0;5;59;360;181;9;6;1;0;127;36;2543;2116;77;29;147;5;169;114;5;0;0;3;0;9;27;0;0;9;10;0;0;0;2;0;1;35;11;0;2;360;208;48;14;1;30;1;21;1;0;1;6;0;43;9;0;0;2;17;3;11;0;1;0;16;2;2;0;12;
IL;080;031;14000;14000;04040700;04;040700;CA 04 Tract 040700;2221;100;2;197;4;517;82;3123;3123;2471;103;3;198;0;222;126;3123;2606;2221;100;2;197;0;4;82;517;250;3;1;1;0;218;44;3255;2579;130;12;262;7;265;194;31;0;0;0;0;27;69;0;2;20;15;2;1;1;3;0;2;4;12;0;5;517;304;69;10;0;58;1;39;9;0;1;6;2;55;9;0;1;10;24;0;10;0;1;0;21;4;5;0;12;
IL;080;031;14000;14000;04040800;04;040800;CA 04 Tract 040800;1113;74;2;97;2;196;30;1514;1514;1221;77;5;98;0;71;42;1514;1318;1113;74;2;97;0;2;30;196;108;3;3;1;0;69;12;1556;1258;86;14;118;0;80;97;7;0;0;0;0;11;42;0;0;16;9;0;0;0;2;0;0;4;4;0;2;196;94;25;11;1;16;0;9;1;0;0;6;0;40;4;0;0;11;3;3;17;0;2;0;9;2;3;0;4;
IL;080;031;14000;14000;04040900;04;040900;CA 04 Tract 040900;1506;31;1;85;7;278;42;1950;1950;1634;37;2;86;0;137;54;1950;1672;1506;31;1;85;0;7;42;278;128;6;1;1;0;130;12;2007;1688;53;5;110;1;150;82;10;0;0;0;0;11;36;0;0;8;8;0;0;0;0;0;1;4;3;0;1;278;158;23;4;0;44;0;36;2;2;0;4;0;27;2;0;4;3;3;5;5;1;4;0;22;7;1;0;14;
IL;080;031;14000;14000;04830800;04;830800;CA 04 Tract 830800;1667;93;3;156;5;412;55;2391;2391;1852;104;10;156;0;187;82;2391;1979;1667;93;3;156;0;5;55;412;185;11;7;0;0;182;27;2479;1923;132;20;190;1;213;155;20;0;0;0;1;20;35;1;0;7;16;0;0;0;13;0;1;32;6;0;3;412;228;41;24;0;54;3;40;6;0;2;3;0;49;2;0;4;32;4;0;4;1;2;0;16;2;2;0;12;
IL;070;;14000;14000;05;05;;CA 05;24634;738;55;1449;67;4330;594;31867;31867;27138;811;116;1477;16;1406;903;31867;27537;24634;738;55;1449;16;51;594;4330;2504;73;61;28;0;1355;309;32836;27944;1035;253;1911;48;1645;1446;215;6;0;13;5;165;562;0;0;132;183;5;2;0;22;4;6;61;33;7;25;4330;2403;787;141;7;283;14;180;24;21;8;33;3;447;33;8;15;118;174;0;79;4;12;4;262;67;26;0;169;
IL;080;031;14000;14000;05050100;05;050100;CA 05 Tract 050100;1815;38;6;104;6;278;43;2290;2290;1976;39;11;105;0;97;62;2290;2012;1815;38;6;104;0;6;43;278;161;1;5;1;0;91;19;2355;2030;59;21;127;3;115;103;7;0;0;0;0;17;32;0;0;14;8;0;0;0;2;0;1;3;6;0;13;278;135;46;12;2;21;3;9;3;0;0;6;0;32;3;3;2;7;12;0;5;0;0;0;30;7;1;0;22;
IL;080;031;14000;14000;05050200;05;050200;CA 05 Tract 050200;3611;116;10;300;14;703;83;4837;4837;4040;124;19;310;2;224;118;4837;4134;3611;116;10;300;2;12;83;703;429;8;9;10;0;212;35;4963;4141;153;39;376;4;250;305;42;0;0;0;0;19;154;0;0;21;40;1;1;0;8;4;1;10;4;0;0;703;342;135;27;3;77;2;58;2;3;2;7;3;79;14;0;5;17;22;0;17;1;1;2;40;16;2;0;22;
IL;080;031;14000;14000;05050300;05;050300;CA 05 Tract 050300;1728;41;3;133;5;407;48;2365;2365;1982;44;8;133;0;124;74;2365;1958;1728;41;3;133;0;5;48;407;254;3;5;0;0;119;26;2444;2041;60;18;169;7;149;126;18;1;0;0;2;8;54;0;0;12;8;3;0;0;0;0;0;18;2;0;0;407;208;65;10;0;29;2;19;3;0;1;4;0;56;0;1;1;15;24;0;15;0;0;0;39;4;2;0;33;
IL;080;031;14000;14000;05050500;05;050500;CA 05 Tract 050500;3926;65;4;215;7;416;121;4754;4754;4203;73;13;216;5;82;162;4754;4338;3926;65;4;215;5;2;121;416;277;8;9;1;0;80;41;4927;4356;115;37;300;6;113;210;21;5;0;4;1;26;101;0;0;17;18;0;1;0;1;0;0;0;8;5;2;416;203;88;19;0;22;0;14;2;3;0;3;0;55;1;0;3;27;8;0;16;0;0;0;29;8;6;0;15;
IL;080;031;14000;14000;05050600;05;050600;CA 05 Tract 050600;1722;33;2;77;3;203;31;2071;2071;1850;34;8;77;0;49;53;2071;1868;1722;33;2;77;0;3;31;203;128;1;6;0;0;46;22;2124;1895;47;11;103;1;67;77;10;0;0;0;0;16;19;0;0;8;10;0;0;0;2;0;1;6;3;0;2;203;102;47;11;0;13;0;10;2;1;0;0;0;25;2;0;0;10;3;0;4;0;4;2;5;1;2;0;2;
IL;080;031;14000;14000;05050700;05;050700;CA 05 Tract 050700;1191;27;1;52;6;105;36;1418;1418;1256;31;1;52;2;34;42;1418;1313;1191;27;1;52;2;4;36;105;65;4;0;0;0;30;6;1466;1297;42;8;81;2;36;49;11;0;0;1;0;10;14;0;0;2;6;0;0;0;4;0;1;0;0;0;0;105;63;18;6;0;9;0;7;2;0;0;0;0;7;2;1;1;0;3;0;0;0;0;0;2;1;0;0;1;
IL;080;031;14000;14000;05050800;05;050800;CA 05 Tract 050800;1053;10;0;68;1;138;19;1289;1289;1139;10;0;69;0;37;34;1289;1151;1053;10;0;68;0;1;19;138;86;0;0;1;0;36;15;1324;1172;15;4;86;0;47;69;16;0;0;0;1;8;20;0;0;6;17;0;0;0;0;0;0;0;0;0;1;138;86;16;7;0;0;0;0;0;0;0;0;0;22;1;0;0;6;13;0;2;0;0;0;7;4;0;0;3;
